Long,Lat,texture_class,clay_content,bulk_density,aluminium_extractable,carbon_total,calcium_extractable,cation_exchange_capacity,iron_extractable,potassium_extractable,magnesium_extractable,nitrogen_total,carbon_organic,phosphorous_extractable,sulphur_extractable,zinc_extractable,ph,sand_content,silt_content,stone_content
3.07357,6.85597,Sandy Loam,15,1.39,133.3,35.6,491.7,9,80.5,59.3,108.9,1.2,9,7.2,7.2,3.1,5.6,68,11,1.7
3.12122,6.86193,Sandy Loam,16,1.33,98.5,32.1,491.7,8,80.5,65.7,98.5,1.4,10,7.2,7.2,3.1,5.6,69,10,1.5
3.16245,6.87019,Sandy Loam,15,1.37,89,29,491.7,9,80.5,65.7,120.5,1,9,7.2,6.4,2.7,5.9,66,10,2.7
3.22524,6.87707,Sandy Clay Loam,22,1.4,98.5,29,444.9,8,80.5,72.7,98.5,1.3,9,7.2,7.2,2.7,5.8,65,12,0.8
3.26417,6.86193,Sandy Clay Loam,21,1.36,98.5,39.4,543.6,9,89,65.7,108.9,1.2,10,7.2,7.2,2.7,5.6,61,12,1
3.31183,6.86193,Sandy Clay Loam,22,1.32,89,32.1,444.9,9,98.5,72.7,98.5,1.4,10,7.2,7.2,2.7,5.6,61,13,1.2
3.35948,6.86193,Sandy Clay Loam,24,1.27,98.5,35.6,402.4,9,89,59.3,98.5,1.5,9,8,6.4,3.5,5.6,54,17,0.6
3.38557,6.87477,Sandy Clay Loam,22,1.26,98.5,43.7,364,8,98.5,65.7,80.5,1.7,9,8,8,3.1,5.5,49,17,1
3.46843,6.8646,Sandy Loam,15,1.34,133.3,43.7,444.9,8,89,59.3,89,1.6,11.2,7.2,7.2,2.7,5.4,63,13,1.5
3.49326,6.86193,Sandy Loam,16,1.35,120.5,43.7,364,8,89,59.3,80.5,1.5,9,8,7.2,3.5,5.5,66,14,1
3.55605,6.85872,Sandy Loam,17,1.36,133.3,43.7,444.9,8,98.5,65.7,89,1.3,10,6.4,7.2,3.5,5.5,65,13,1.5
3.5935,6.85489,Sandy Loam,16,1.34,108.9,43.7,402.4,8,89,59.3,80.5,1.4,9,6.4,6.4,4,5.3,62,11,1.5
3.64906,6.87065,Sandy Clay Loam,20,1.35,108.9,29,364,8,80.5,65.7,59.3,1.3,10,7.2,6.4,3.5,5.5,64,14,2
3.69304,6.86193,Sandy Loam,19,1.32,163,32.1,364,8,89,59.3,72.7,1.5,10,7.2,7.2,4.5,5.5,66,13,2
3.75353,6.86377,Sandy Loam,15,1.33,147.4,43.7,402.4,9,80.5,59.3,80.5,1.3,10,6.4,7.2,4,5.5,67,11,1.5
3.78834,6.86193,Sandy Loam,14,1.4,147.4,35.6,444.9,8,72.7,65.7,89,1.3,11.2,5.7,8,3.1,5.5,68,10,1.2
3.83599,6.86193,Sandy Loam,17,1.36,147.4,39.4,329.3,8,89,59.3,65.7,1.4,10,7.2,9,4,5.4,60,14,0.6
3.88364,6.86193,Sandy Loam,15,1.37,133.3,32.1,364,9,72.7,59.3,80.5,1.5,10,8,8,3.5,5.6,69,13,1.5
3.93129,6.86193,Sandy Loam,19,1.42,147.4,29,329.3,8,80.5,72.7,89,1.2,9,7.2,7.2,3.1,5.6,68,11,2.7
3.97894,6.86193,Sandy Loam,18,1.35,163,39.4,402.4,7.2,89,72.7,80.5,1.6,12.5,6.4,7.2,3.1,5.4,61,12,1.5
4.0266,6.86193,Sandy Loam,17,1.38,133.3,39.4,402.4,7.2,89,65.7,80.5,1.4,10,7.2,7.2,3.5,5.5,63,12,1.7
4.07425,6.86193,Sandy Loam,18,1.35,147.4,35.6,491.7,9,89,65.7,89,1.6,11.2,7.2,8,3.1,5.6,65,14,1.7
4.12465,6.87065,Sandy Clay Loam,20,1.34,120.5,39.4,329.3,6.4,98.5,65.7,72.7,1.4,12.5,8,7.2,3.5,5.2,61,11,1.5
4.16405,6.86881,Sandy Loam,18,1.34,120.5,35.6,329.3,6.4,108.9,65.7,72.7,1.4,11.2,7.2,7.2,3.5,5.2,62,13,1.5
4.2172,6.86193,Sandy Loam,15,1.33,147.4,35.6,364,6.4,98.5,65.7,89,1.3,11.2,7.2,8,4,5.3,66,11,1.7
4.26485,6.86193,Sandy Loam,17,1.34,147.4,32.1,364,8,89,72.7,98.5,1.7,13.9,6.4,7.2,3.1,5.3,65,12,1.5
4.3125,6.86193,Sandy Clay Loam,21,1.28,163,29,364,8,98.5,72.7,72.7,1.6,13.9,7.2,8,3.5,5.6,65,15,2
4.36016,6.86193,Sandy Clay Loam,20,1.31,163,29,364,8,108.9,80.5,89,1.6,13.9,6.4,8,3.5,5.4,60,13,3.5
4.40781,6.86193,Sandy Loam,19,1.3,199.3,32.1,402.4,7.2,108.9,72.7,98.5,1.4,12.5,7.2,7.2,4.5,5.4,60,14,2.3
4.45546,6.86193,Sandy Clay Loam,20,1.33,163,29,402.4,8,98.5,65.7,80.5,1.8,13.9,7.2,9,3.1,5.3,61,14,1.7
4.50311,6.86193,Sandy Clay Loam,22,1.27,220.4,29,444.9,8,98.5,80.5,80.5,1.7,12.5,6.4,8,4,5.2,59,14,1.7
4.55076,6.86193,Sandy Loam,18,1.31,108.9,32.1,444.9,8,98.5,72.7,72.7,1.5,13.9,6.4,8,4,5.4,63,15,1.5
4.59841,6.86193,Sandy Loam,18,1.31,147.4,29,402.4,8,108.9,65.7,89,1.6,13.9,8,7.2,4,5.3,62,13,1.7
4.64606,6.86193,Sandy Loam,18,1.29,180.3,32.1,329.3,6.4,120.5,80.5,89,1.6,12.5,8,8,4,5.4,65,13,3.1
4.69371,6.86193,Sandy Clay Loam,20,1.27,133.3,32.1,402.4,8,120.5,65.7,108.9,1.5,12.5,6.4,7.2,3.1,5.3,66,13,1.2
4.74137,6.86193,Sandy Loam,19,1.29,120.5,32.1,297.9,7.2,108.9,72.7,89,1.7,12.5,6.4,8,3.1,5.3,60,16,2.3
4.78902,6.86193,Sandy Clay Loam,22,1.3,147.4,35.6,444.9,9,108.9,72.7,80.5,1.5,12.5,6.4,8,4,5.4,59,12,3.1
4.83667,6.86193,Sandy Loam,19,1.35,98.5,39.4,329.3,8,108.9,59.3,89,1.4,12.5,6.4,7.2,4,5.3,63,12,1.2
4.88432,6.86193,Sandy Loam,18,1.36,133.3,43.7,364,8,98.5,59.3,98.5,1.6,11.2,7.2,8,4,5.4,61,13,1.7
4.94008,6.87369,Sandy Clay Loam,21,1.28,133.3,32.1,364,7.2,108.9,65.7,98.5,1.5,12.5,7.2,8,4,5.4,56,12,1.5
4.97962,6.86193,Sandy Loam,17,1.33,133.3,39.4,364,9,89,65.7,98.5,1.6,12.5,6.4,6.4,3.5,5.4,63,13,1.7
5.02727,6.86193,Sandy Loam,18,1.29,98.5,39.4,329.3,8,98.5,65.7,89,1.7,12.5,7.2,6.4,3.1,5.5,64,12,2.3
5.07492,6.86193,Sandy Loam,18,1.34,98.5,35.6,402.4,7.2,98.5,59.3,98.5,1.6,11.2,7.2,7.2,3.1,5.4,66,12,2.3
5.12258,6.86193,Sandy Clay Loam,23,1.25,89,32.1,329.3,7.2,108.9,65.7,89,1.6,12.5,7.2,8,3.1,5.3,62,13,2.3
5.17023,6.86193,Sandy Clay Loam,23,1.3,98.5,32.1,329.3,9,89,65.7,98.5,1.5,12.5,8,6.4,3.1,5.4,57,13,3.5
5.21788,6.86193,Sandy Loam,16,1.32,80.5,39.4,329.3,9,108.9,59.3,80.5,1.6,11.2,6.4,6.4,2.7,5.4,66,12,1.7
5.59148,6.85965,Sandy Clay Loam,20,1.29,43.7,32.1,364,9,80.5,59.3,98.5,2,10,6.4,6.4,3.1,5.6,58,14,1.7
5.64674,6.86193,Sandy Clay Loam,22,1.29,53.6,32.1,329.3,7.2,72.7,59.3,120.5,1.9,10,6.4,6.4,2.7,5.8,60,13,2.3
5.69439,6.86193,Sandy Clay Loam,21,1.26,65.7,32.1,329.3,8,80.5,65.7,72.7,1.9,12.5,6.4,7.2,3.1,5.6,57,14,1.7
5.74204,6.86193,Sandy Loam,19,1.34,65.7,29,329.3,8,80.5,59.3,89,1.5,10,7.2,5.7,3.1,5.7,62,14,2
2.78032,6.9048,Sandy Loam,14,1.41,108.9,29,734.1,7.2,98.5,72.7,133.3,1.2,10,7.2,6.4,2.3,5.8,62,13,1.7
2.82476,6.91168,Sandy Loam,17,1.43,147.4,26.1,664.1,9,80.5,80.5,133.3,0.9,8,8,5.7,2,5.9,66,14,1.7
2.88296,6.90893,Sandy Loam,16,1.36,120.5,29,664.1,10,80.5,80.5,147.4,0.9,10,7.2,6.4,2.7,6.1,67,12,2.7
2.93062,6.90893,Sandy Loam,16,1.37,98.5,35.6,491.7,9,80.5,65.7,108.9,1.1,9,6.4,6.4,3.1,5.8,66,11,1.5
2.97827,6.90893,Sandy Loam,18,1.34,98.5,32.1,491.7,8,89,65.7,98.5,1.5,10,6.4,6.4,2.7,5.9,65,12,1.7
3.02592,6.90893,Sandy Loam,18,1.34,89,29,364,8,80.5,72.7,89,1,8,7.2,7.2,2.3,5.9,71,11,2.3
3.07357,6.90893,Sandy Loam,17,1.36,80.5,35.6,444.9,7.2,80.5,65.7,98.5,1.4,9,6.4,5.7,3.1,5.8,67,11,2.7
3.12122,6.90893,Sandy Loam,16,1.34,89,26.1,491.7,8,80.5,65.7,120.5,1.1,8,6.4,7.2,2.3,5.7,72,12,1.7
3.16887,6.90893,Sandy Clay Loam,21,1.34,98.5,29,600.8,8,89,72.7,133.3,1.1,9,7.2,7.2,2.7,5.6,58,17,1.2
3.21652,6.90893,Sandy Clay Loam,21,1.38,108.9,32.1,491.7,9,72.7,72.7,108.9,1,9,7.2,6.4,2.3,5.8,64,14,1.5
3.25959,6.90618,Sandy Clay Loam,22,1.38,98.5,32.1,491.7,10,80.5,65.7,120.5,1.3,9,8,6.4,2.3,5.8,62,14,1
3.31183,6.90893,Sandy Clay Loam,25,1.34,80.5,35.6,444.9,9,80.5,65.7,120.5,1.4,10,7.2,7.2,3.1,5.6,59,16,1.2
3.36315,6.90067,Sandy Clay Loam,23,1.34,89,43.7,364,9,98.5,65.7,89,1.3,9,7.2,8,3.5,5.4,53,15,1
3.40713,6.90893,Sandy Loam,16,1.36,133.3,32.1,402.4,8,80.5,53.6,98.5,1.3,10,6.4,6.4,3.5,5.4,65,13,1
3.45478,6.90893,Sandy Loam,15,1.39,120.5,32.1,364,8,80.5,53.6,80.5,1,10,7.2,7.2,3.1,5.6,65,12,1.2
3.50243,6.90893,Sandy Loam,16,1.35,133.3,32.1,364,7.2,89,59.3,98.5,1.2,9,8,5.7,3.5,5.4,67,10,1.2
3.55008,6.90893,Sandy Loam,15,1.33,133.3,35.6,364,9,89,59.3,89,1.3,10,7.2,6.4,3.1,5.6,67,12,1.2
3.59773,6.90893,Sandy Loam,18,1.32,147.4,39.4,297.9,7.2,98.5,65.7,65.7,1.6,10,7.2,7.2,4.5,5.4,58,11,2
3.64539,6.90893,Sandy Loam,16,1.31,133.3,35.6,364,8,80.5,65.7,72.7,1.5,10,8,5.7,4,5.4,62,10,1.5
3.69304,6.90893,Sandy Loam,15,1.39,133.3,43.7,402.4,9,72.7,53.6,80.5,1.2,10,7.2,6.4,2.7,5.7,71,12,1.5
3.74069,6.90893,Sandy Loam,15,1.37,147.4,35.6,444.9,8,80.5,59.3,80.5,1.3,11.2,7.2,7.2,3.1,5.6,66,10,1
3.78834,6.90893,Sandy Loam,18,1.34,163,29,491.7,9,80.5,65.7,89,1.6,10,6.4,7.2,3.1,5.5,64,11,1.5
3.83599,6.90893,Sandy Clay Loam,20,1.35,120.5,35.6,402.4,9,80.5,65.7,89,1.9,11.2,7.2,7.2,3.5,5.5,57,12,1.7
3.88364,6.90893,Sandy Loam,17,1.34,108.9,35.6,402.4,8,98.5,72.7,89,1.8,10,8,8,2.7,5.5,64,16,1.2
3.93129,6.90893,Sandy Clay Loam,20,1.35,147.4,29,444.9,9,89,65.7,89,1.5,11.2,7.2,8,2.3,5.6,61,15,1.2
3.98228,6.91797,Sandy Loam,16,1.34,133.3,39.4,364,9,80.5,72.7,89,1.5,11.2,7.2,7.2,2.7,5.4,62,12,0.8
4.02155,6.92085,Sandy Loam,19,1.32,133.3,39.4,364,7.2,89,65.7,89,1.5,12.5,6.4,8,3.5,5.4,61,11,2
4.07425,6.90893,Sandy Loam,17,1.31,120.5,35.6,364,8,89,59.3,72.7,1.6,10,7.2,8,2.7,5.4,66,14,1
4.11548,6.91581,Sandy Loam,19,1.32,80.5,32.1,329.3,6.4,120.5,72.7,72.7,1.7,11.2,8,8,3.5,5.4,56,16,1.2
4.16083,6.90847,Sandy Loam,18,1.35,133.3,35.6,444.9,8,89,65.7,98.5,1.4,11.2,8,7.2,2.7,5.4,62,12,2.3
4.2172,6.90893,Sandy Loam,20,1.33,108.9,32.1,402.4,8,108.9,65.7,98.5,1.4,11.2,7.2,6.4,3.1,5.5,65,14,1.7
4.26485,6.90893,Sandy Clay Loam,22,1.32,133.3,35.6,364,8,98.5,72.7,108.9,1.6,12.5,7.2,6.4,2.7,5.3,63,14,2.3
4.3125,6.90893,Sandy Loam,19,1.3,108.9,29,297.9,9,108.9,80.5,80.5,1.7,12.5,8,8,2.7,5.2,62,13,2.3
4.36016,6.90893,Sandy Clay Loam,21,1.31,108.9,32.1,364,7.2,108.9,72.7,108.9,1.6,12.5,7.2,8,4,5.4,55,14,2
4.40781,6.90893,Sandy Loam,18,1.25,163,32.1,364,7.2,108.9,72.7,120.5,1.7,13.9,6.4,8,3.5,5.4,63,14,3.1
4.45546,6.90893,Sandy Loam,18,1.32,120.5,29,329.3,8,89,65.7,89,1.6,12.5,6.4,8,3.5,5.2,64,14,1.5
4.50311,6.90893,Sandy Clay Loam,21,1.27,108.9,32.1,297.9,9,98.5,72.7,80.5,1.7,12.5,7.2,8,3.5,5.3,63,12,1.7
4.55076,6.90893,Sandy Loam,17,1.3,108.9,29,402.4,8,98.5,65.7,89,1.6,12.5,6.4,7.2,3.5,5.3,63,14,1.5
4.59841,6.90893,Sandy Loam,19,1.32,133.3,35.6,402.4,8,98.5,72.7,108.9,1.5,12.5,6.4,8,3.5,5.3,59,14,2.7
4.64606,6.90893,Sandy Loam,19,1.32,147.4,29,444.9,7.2,98.5,65.7,80.5,1.6,12.5,8,9,3.5,5.3,58,11,2.7
4.69371,6.90893,Sandy Clay Loam,21,1.23,147.4,32.1,402.4,9,98.5,80.5,89,1.6,13.9,6.4,9,3.5,5.2,59,14,3.1
4.74137,6.90893,Sandy Loam,18,1.34,108.9,35.6,402.4,9,98.5,59.3,89,1.6,12.5,7.2,8,4,5.4,61,16,1.5
4.78902,6.90893,Sandy Loam,19,1.31,108.9,32.1,364,9,98.5,65.7,89,1.8,13.9,8,8,4,5.5,59,13,2.3
4.83667,6.90893,Sandy Clay Loam,20,1.31,98.5,35.6,364,6.4,89,59.3,80.5,1.6,12.5,7.2,8,4,5.5,61,12,2
4.88432,6.90893,Sandy Loam,20,1.27,147.4,39.4,402.4,8,108.9,65.7,89,1.7,13.9,7.2,7.2,4,5.4,61,12,2
4.93197,6.90893,Sandy Clay Loam,23,1.27,89,39.4,297.9,6.4,98.5,65.7,80.5,1.6,13.9,7.2,8,4,5.3,55,11,2.3
4.97962,6.90893,Sandy Clay Loam,21,1.3,72.7,39.4,329.3,6.4,98.5,59.3,89,1.6,12.5,8,7.2,4.5,5.3,59,15,2.3
5.02727,6.90893,Sandy Clay Loam,21,1.33,89,35.6,364,8,108.9,65.7,89,1.6,12.5,7.2,6.4,3.1,5.3,62,12,2
5.07492,6.90893,Sandy Clay Loam,20,1.3,108.9,35.6,364,9,89,59.3,80.5,1.5,12.5,7.2,6.4,3.1,5.2,64,12,2.7
5.12258,6.90893,Sandy Clay Loam,21,1.28,72.7,35.6,329.3,7.2,98.5,59.3,98.5,1.6,12.5,8,7.2,3.1,5.2,60,13,2
5.17023,6.90893,Sandy Clay Loam,24,1.31,65.7,35.6,364,7.2,89,59.3,98.5,1.8,13.9,8,6.4,2.7,5.4,60,13,2.3
5.21788,6.90893,Sandy Loam,20,1.34,65.7,39.4,364,7.2,89,59.3,72.7,1.6,11.2,7.2,6.4,3.1,5.4,65,12,1.2
5.26553,6.90893,Sandy Clay Loam,22,1.28,72.7,32.1,329.3,10,89,72.7,80.5,1.7,12.5,8,7.2,3.1,5.4,59,13,2.3
5.31318,6.90893,Sandy Loam,19,1.29,80.5,32.1,329.3,8,80.5,65.7,89,1.8,12.5,7.2,6.4,3.1,5.5,63,13,2.3
5.36083,6.90893,Sandy Clay Loam,20,1.29,80.5,35.6,402.4,9,80.5,65.7,98.5,1.5,11.2,8,7.2,3.1,5.6,62,13,2.7
5.40848,6.90893,Sandy Clay Loam,22,1.26,72.7,35.6,364,10,89,72.7,98.5,1.3,11.2,8,6.4,2.7,5.4,58,14,2
5.45614,6.90893,Sandy Clay Loam,22,1.27,80.5,39.4,444.9,10,80.5,65.7,89,1.6,12.5,7.2,8,3.1,5.7,57,14,2.3
5.50379,6.90893,Sandy Clay Loam,20,1.31,53.6,32.1,402.4,8,89,72.7,89,1.3,10,7.2,6.4,2.3,5.5,61,15,1.2
5.55144,6.90893,Sandy Loam,19,1.34,53.6,32.1,402.4,9,72.7,65.7,98.5,1.7,10,8,8,2.7,5.5,60,14,1.5
5.59909,6.90893,Sandy Loam,18,1.27,59.3,32.1,329.3,9,80.5,72.7,98.5,1.7,10,7.2,6.4,3.1,5.5,63,16,1.5
5.64674,6.90893,Sandy Loam,18,1.33,72.7,29,402.4,8,72.7,65.7,80.5,1.6,11.2,7.2,6.4,2.7,5.7,62,13,1.7
5.69439,6.90893,Sandy Loam,18,1.29,39.4,35.6,364,8,89,59.3,89,1.4,10,5.7,6.4,2.7,5.7,63,14,2
5.74737,6.89142,Sandy Loam,19,1.35,53.6,21.2,329.3,9,65.7,65.7,120.5,1.3,10,6.4,6.4,3.1,5.7,62,12,1.5
5.78969,6.90893,Sandy Clay Loam,20,1.32,65.7,29,364,8,72.7,65.7,98.5,1.4,10,6.4,5.7,2.7,5.7,57,12,2.7
2.74001,6.95593,Sandy Loam,17,1.36,89,26.1,734.1,8,80.5,80.5,147.4,1.2,9,8,8,2.3,5.9,66,13,1.7
2.78766,6.95593,Sandy Clay Loam,30,1.36,98.5,23.5,811.4,12.5,80.5,108.9,329.3,1.2,9,7.2,7.2,2.3,6,48,22,2
2.83531,6.95593,Sandy Loam,19,1.37,108.9,26.1,734.1,10,80.5,80.5,163,0.8,9,7.2,6.4,2.3,6.1,66,15,1.5
2.88296,6.95593,Sandy Loam,19,1.37,120.5,21.2,734.1,9,72.7,89,147.4,1.2,8,7.2,6.4,2.7,6,66,13,1.7
2.92928,6.95642,Sandy Clay Loam,21,1.37,80.5,23.5,734.1,11.2,80.5,65.7,147.4,1.3,10,8,7.2,2.7,5.8,65,16,1.2
2.97827,6.95593,Sandy Loam,19,1.36,89,26.1,543.6,7.2,80.5,59.3,108.9,1.4,9,7.2,7.2,2.7,5.7,67,12,1.7
3.02592,6.95593,Sandy Loam,20,1.35,98.5,29,543.6,9,80.5,65.7,98.5,1.6,10,6.4,6.4,2.7,5.7,64,11,2.3
3.07357,6.95593,Sandy Loam,20,1.35,89,29,543.6,10,80.5,59.3,120.5,1.2,10,9,8,2.7,5.6,61,15,1.2
3.12122,6.95593,Sandy Clay Loam,28,1.4,108.9,21.2,896.8,13.9,89,59.3,147.4,1.3,10,9,7.2,2.3,5.6,47,18,1.7
3.16887,6.95593,Sandy Loam,20,1.35,108.9,29,664.1,10,89,72.7,133.3,1.2,9,8,8,2.7,5.7,63,15,1.5
3.21652,6.95593,Sandy Loam,17,1.35,108.9,23.5,402.4,7.2,80.5,59.3,98.5,1.2,8,7.2,6.4,2.3,5.7,69,13,2.3
3.26417,6.95593,Sandy Loam,17,1.37,89,29,491.7,8,72.7,65.7,108.9,1.4,10,6.4,7.2,3.1,6,69,10,2
3.31183,6.95593,Sandy Clay Loam,25,1.35,80.5,39.4,444.9,9,89,65.7,120.5,1.7,11.2,8,7.2,3.5,5.7,54,17,0.8
3.35948,6.95593,Sandy Clay Loam,20,1.26,72.7,39.4,364,7.2,98.5,65.7,108.9,1.9,10,7.2,6.4,3.5,5.6,63,15,1.7
3.40713,6.95593,Sandy Loam,18,1.32,98.5,35.6,444.9,7.2,80.5,65.7,108.9,1.5,11.2,6.4,6.4,3.5,5.4,62,12,1.5
3.45478,6.95593,Sandy Loam,17,1.33,120.5,32.1,364,9,89,65.7,80.5,1.7,11.2,6.4,5.7,3.5,5.5,61,11,1.5
3.49679,6.95695,Sandy Loam,19,1.33,147.4,32.1,364,9,80.5,65.7,89,1.6,11.2,8,6.4,3.5,5.5,64,12,2
3.55008,6.95593,Sandy Loam,17,1.28,120.5,29,402.4,8,89,59.3,108.9,1.5,11.2,6.4,5.7,3.5,5.6,59,12,1.7
3.59773,6.95593,Sandy Loam,19,1.34,108.9,35.6,402.4,9,89,65.7,98.5,1.6,10,9,6.4,3.5,5.4,62,12,2
3.64539,6.95593,Sandy Loam,16,1.38,147.4,35.6,364,8,72.7,53.6,80.5,1.2,9,8,6.4,3.1,5.6,65,10,1.7
3.69533,6.94996,Sandy Loam,12,1.34,133.3,39.4,402.4,8,80.5,59.3,108.9,1.5,11.2,6.4,6.4,3.1,5.5,66,10,1.2
3.74069,6.95593,Sandy Loam,18,1.33,80.5,32.1,402.4,7.2,89,72.7,108.9,1.6,10,8,8,3.1,5.5,62,13,1.2
3.78834,6.95593,Sandy Clay Loam,23,1.32,89,39.4,402.4,9,89,65.7,98.5,1.7,11.2,7.2,8,3.5,5.4,55,13,2
3.83599,6.95593,Sandy Loam,18,1.36,120.5,29,402.4,8,80.5,65.7,108.9,1.3,9,8,7.2,2.3,5.7,65,14,1.2
3.87584,6.96418,Sandy Loam,19,1.4,98.5,35.6,364,8,98.5,65.7,80.5,1.7,11.2,8,9,3.1,5.6,62,16,1.2
3.91937,6.96739,Sandy Loam,17,1.37,98.5,35.6,364,9,98.5,59.3,98.5,1.6,11.2,6.4,8,2.7,5.4,64,14,1.7
3.98537,6.94767,Sandy Loam,19,1.39,133.3,32.1,402.4,8,80.5,65.7,89,1.4,11.2,6.4,7.2,2.7,5.6,67,11,2.7
4.02751,6.96464,Sandy Loam,20,1.37,120.5,43.7,402.4,8,89,65.7,80.5,1.5,11.2,7.2,7.2,3.1,5.3,63,10,1.5
4.07425,6.95593,Sandy Loam,16,1.29,98.5,35.6,364,8,98.5,59.3,98.5,1.5,10,8,8,2.3,5.6,64,13,2
4.1219,6.95593,Sandy Loam,17,1.35,72.7,39.4,402.4,8,98.5,65.7,98.5,1.6,11.2,6.4,7.2,3.5,5.6,61,13,2
4.16955,6.95593,Sandy Loam,16,1.35,80.5,26.1,402.4,7.2,108.9,59.3,72.7,1.4,12.5,7.2,7.2,3.1,5.5,61,15,1.7
4.225,6.95409,Sandy Loam,19,1.33,89,32.1,402.4,8,89,65.7,80.5,1.5,11.2,8,7.2,3.5,5.6,60,13,1.7
4.26485,6.95593,Sandy Loam,19,1.33,120.5,35.6,364,8,89,72.7,98.5,1.7,12.5,8,6.4,3.5,5.3,61,14,2.7
4.3125,6.95593,Sandy Loam,20,1.34,133.3,32.1,402.4,7.2,108.9,72.7,108.9,1.6,12.5,8,7.2,4,5.3,63,12,1.7
4.36016,6.95593,Sandy Loam,20,1.3,80.5,32.1,297.9,7.2,98.5,65.7,80.5,1.5,13.9,8,7.2,4,5.3,59,14,2.7
4.40781,6.95593,Sandy Loam,19,1.34,108.9,29,329.3,7.2,98.5,65.7,98.5,1.8,12.5,6.4,8,3.5,5.3,62,14,1.7
4.45546,6.95593,Sandy Clay Loam,22,1.28,108.9,32.1,329.3,8,98.5,65.7,72.7,1.8,13.9,7.2,8,3.5,5.3,61,14,1.7
4.50311,6.95593,Sandy Loam,19,1.31,180.3,35.6,364,8,89,72.7,98.5,1.7,12.5,6.4,6.4,4,5.3,62,13,3.1
4.55076,6.95593,Sandy Loam,17,1.31,108.9,32.1,402.4,8,89,72.7,98.5,1.7,11.2,6.4,8,3.1,5.4,60,14,1.5
4.59841,6.95593,Sandy Loam,17,1.32,98.5,29,364,9,89,59.3,98.5,1.8,11.2,7.2,8,4,5.2,65,14,1.7
4.64606,6.95593,Sandy Clay Loam,22,1.26,147.4,35.6,364,9,98.5,72.7,80.5,1.6,13.9,7.2,8,3.5,5.4,58,12,2
4.69371,6.95593,Sandy Clay Loam,21,1.31,89,29,297.9,9,89,59.3,80.5,1.8,12.5,7.2,8,3.1,5.2,57,14,1.7
4.74137,6.95593,Sandy Loam,18,1.28,98.5,32.1,329.3,6.4,120.5,65.7,108.9,1.6,12.5,7.2,7.2,3.5,5.3,61,13,2
4.78902,6.95593,Sandy Clay Loam,25,1.21,108.9,39.4,444.9,10,108.9,65.7,98.5,1.8,15.4,8,6.4,4,5.3,52,14,3.1
4.83667,6.95593,Sandy Clay Loam,25,1.21,108.9,39.4,402.4,7.2,98.5,59.3,108.9,1.6,13.9,7.2,9,3.1,5.4,56,13,2.3
4.87959,6.95563,Sandy Clay Loam,22,1.28,133.3,35.6,329.3,8,89,53.6,98.5,1.8,13.9,7.2,7.2,3.5,5.3,57,12,2.7
4.93197,6.95593,Sandy Clay Loam,21,1.3,80.5,35.6,329.3,8,98.5,48.4,89,1.5,11.2,8,6.4,3.5,5.3,62,12,1.7
4.97962,6.95593,Sandy Clay Loam,20,1.28,80.5,35.6,364,8,89,53.6,72.7,1.7,12.5,8,7.2,3.1,5.4,54,13,1.7
5.02727,6.95593,Sandy Clay Loam,23,1.3,89,32.1,297.9,6.4,108.9,53.6,98.5,1.6,13.9,8,8,4,5.2,60,13,1.7
5.07492,6.95593,Sandy Clay Loam,26,1.23,108.9,32.1,402.4,9,89,65.7,98.5,1.7,13.9,9,9,3.1,5.4,57,13,3.5
5.12258,6.95593,Sandy Clay Loam,21,1.32,72.7,35.6,269.4,6.4,98.5,53.6,89,1.7,11.2,6.4,6.4,2.7,5.3,60,14,1.7
5.17023,6.95593,Sandy Loam,18,1.28,72.7,35.6,364,8,80.5,59.3,108.9,1.5,11.2,7.2,6.4,3.5,5.4,59,14,1.7
5.21788,6.95593,Sandy Loam,19,1.33,89,35.6,402.4,8,80.5,59.3,89,1.6,11.2,7.2,5.7,2.7,5.5,61,15,1.5
5.26553,6.95593,Sandy Clay Loam,24,1.32,65.7,32.1,364,9,80.5,59.3,98.5,1.6,12.5,7.2,7.2,2.7,5.5,59,13,3.1
5.31318,6.95593,Sandy Loam,19,1.29,65.7,32.1,269.4,7.2,80.5,65.7,80.5,2,11.2,7.2,5.7,2.7,5.5,58,15,1.7
5.36083,6.95593,Sandy Clay Loam,23,1.27,89,35.6,297.9,8,72.7,59.3,98.5,1.7,12.5,9,8,2.7,5.3,58,15,3.5
5.40848,6.95593,Sandy Loam,19,1.34,53.6,29,402.4,6.4,72.7,65.7,108.9,1.6,11.2,9,6.4,2.7,5.7,62,15,2.7
5.45614,6.95593,Sandy Loam,18,1.28,59.3,26.1,402.4,9,80.5,65.7,108.9,1.8,10,8,6.4,2.7,5.5,59,15,1.2
5.50379,6.95593,Sandy Loam,20,1.32,80.5,23.5,364,9,72.7,65.7,108.9,1.6,10,8,6.4,2.7,5.6,61,17,2
5.55144,6.95593,Sandy Loam,19,1.33,80.5,29,402.4,9,80.5,59.3,108.9,1.7,10,9,6.4,2.3,5.5,59,15,1.5
5.59909,6.95593,Sandy Loam,18,1.3,65.7,29,329.3,9,72.7,72.7,98.5,1.9,10,7.2,7.2,2.3,5.7,60,16,2.3
5.64674,6.95593,Sandy Loam,17,1.34,72.7,32.1,364,9,89,65.7,98.5,1.5,10,6.4,7.2,2.7,5.6,63,13,1.7
